Math,Biology,Physics,Chemistry,English,Digital_Technology,Critical_Thinking,Linguistic_Competencies,Holy_Quran,Ecology,Vocational_Education,Social_Studies,Hadith,Physical_Health,Financial_Literacy,Statistics,GPA,Grade_Level,Attendance_Behavior,Interest,Suggested_Major
88,51,87,73,85,68,89,69,51,85,89,83,67,77,84,57,75.95,1,Good,Engineering,الهندسة الصناعية
97,71,87,94,52,76,77,66,88,70,71,82,63,63,68,82,75.74,2,Good,Engineering,الهندسة الميكانيكية
96,58,89,83,92,80,85,77,84,55,63,52,72,48,52,76,73.44,1,Good,AI,هندسة البرمجيات
53,96,56,90,90,88,82,67,76,85,79,82,68,52,73,87,75.38,3,Excellent,Scientific Research,الأحياء
81,56,68,89,92,55,94,100,64,60,54,93,51,83,60,63,76.47,1,Average,Law,القانون
92,77,63,82,82,88,95,79,83,74,78,65,50,79,42,90,73.35,2,Average,Robotics,علم البيانات
96,74,86,75,70,65,94,89,81,88,77,67,54,56,86,61,73.38,1,Good,Law,الهندسة الصناعية
67,83,71,50,86,77,93,64,81,74,57,93,87,73,82,85,74.31,1,Average,Business,التسويق
77,84,83,53,94,89,81,63,78,47,57,60,70,88,88,50,76.93,1,Good,Programming,نظم المعلومات الإدارية
84,60,61,78,99,52,66,78,81,70,67,85,87,50,90,82,79.18,3,Average,Business,إدارة الأعمال
71,70,65,66,94,89,93,72,78,72,62,58,60,86,86,62,74.91,2,Excellent,Programming,تقنية المعلومات
87,80,86,95,66,63,83,82,52,56,89,85,89,56,64,57,79.86,1,Good,Robotics,الهندسة الميكانيكية
78,90,79,86,79,88,89,76,69,64,68,82,64,66,85,52,76.54,3,Excellent,Programming,نظم المعلومات الإدارية
83,90,55,89,58,80,74,86,52,73,80,77,79,86,63,59,69.42,3,Good,Scientific Research,الكيمياء
53,59,55,80,99,52,83,62,67,53,70,98,51,63,81,90,65.22,1,Average,Marketing,التسويق
88,54,84,60,86,96,90,85,80,71,52,53,81,64,63,84,73.75,3,Excellent,Programming,علوم الحاسب
93,76,97,77,87,98,85,77,86,70,53,78,51,59,83,88,81.01,2,Good,Robotics,هندسة الحاسب
85,62,77,87,92,79,90,99,71,56,65,75,67,77,67,84,79.46,3,Average,Law,القانون
100,53,86,88,69,59,78,89,79,89,75,58,77,90,70,80,75.06,3,Good,Scientific Research,الفيزياء
56,98,70,83,80,89,76,51,65,77,65,85,56,86,67,88,80.02,3,Excellent,Healthcare,الأحياء
85,81,58,97,53,81,53,67,90,68,76,71,81,75,90,65,78.85,3,Excellent,Scientific Research,الكيمياء
59,71,78,79,96,82,85,86,81,64,52,87,76,54,94,84,78.26,3,Good,Business,التسويق
88,74,76,84,87,84,97,90,89,76,65,86,73,75,83,72,78.6,3,Good,Law,القانون
88,55,71,85,89,86,97,63,66,62,86,68,56,73,65,89,71.21,3,Average,AI,علم البيانات
97,84,98,56,55,89,92,61,70,81,77,52,56,62,52,85,70.39,2,Average,Engineering,الهندسة الكهربائية
95,73,87,88,100,81,85,77,61,53,65,64,78,90,60,55,80.4,2,Good,AI,هندسة البرمجيات
98,69,85,61,100,94,86,89,63,79,56,53,79,68,83,57,77.89,2,Good,Programming,هندسة البرمجيات
77,99,54,86,93,50,77,86,72,70,86,66,88,68,63,65,79.49,3,Average,Scientific Research,الطب والجراحة
85,90,64,65,86,40,75,65,61,88,54,88,50,52,78,62,65.25,2,Average,Healthcare,الصحة العامة
90,85,51,89,77,94,76,77,86,69,78,80,66,68,98,79,76.44,1,Excellent,Programming,نظم المعلومات الإدارية
97,77,91,78,70,59,87,60,71,90,68,72,81,75,88,86,75.15,3,Excellent,Scientific Research,الرياضيات
60,51,77,78,63,83,86,86,100,69,89,65,93,82,76,55,74.38,2,Weak,Scientific Research,الشريعة
96,71,76,89,90,90,84,83,74,82,67,75,54,80,50,82,78.67,2,Good,Law,الذكاء الاصطناعي
94,51,75,77,84,93,91,89,88,85,57,82,63,59,88,50,79.12,3,Good,AI,الذكاء الاصطناعي
89,82,76,58,58,80,93,72,58,62,80,70,89,69,88,51,72.02,1,Good,Business,الهندسة الصناعية
88,85,90,89,79,68,64,75,55,66,54,84,73,88,70,70,70.41,3,Good,Scientific Research,الأحياء
87,83,82,100,55,55,86,52,73,80,83,66,72,53,57,73,76.69,3,Excellent,Scientific Research,الكيمياء
97,58,55,60,80,89,97,61,52,70,85,87,86,57,54,98,72.37,3,Average,Data Analysis,علم البيانات
55,54,50,75,99,78,67,54,57,59,79,87,84,83,88,89,74.31,2,Good,Business,إدارة الأعمال
70,71,76,67,90,66,91,54,88,79,77,93,59,60,76,50,74.01,2,Weak,Business,التسويق
84,60,76,78,92,86,92,55,56,82,51,88,90,90,75,66,73.16,3,Weak,Programming,تقنية المعلومات
86,76,98,77,54,82,88,58,89,82,68,76,61,57,42,83,75.41,2,Good,Scientific Research,الفيزياء
98,65,87,73,55,81,88,80,71,68,83,70,68,54,89,84,73.29,1,Excellent,Business,الهندسة الصناعية
91,77,83,54,92,100,90,64,69,51,86,69,65,88,63,88,72.47,2,Average,Cybersecurity,الأمن السيبراني
51,88,52,89,87,77,76,62,80,65,53,86,55,63,88,43,65.45,3,Weak,Healthcare,طب الأسنان
94,99,71,87,90,83,77,70,76,63,82,63,78,50,69,50,80.43,2,Excellent,Programming,الصيدلة
93,77,79,59,89,77,91,52,65,50,59,50,50,57,66,55,65.1,1,Good,Robotics,هندسة البرمجيات
88,81,51,63,77,87,92,68,78,89,69,85,88,76,72,95,80.88,2,Good,AI,علم البيانات
87,73,77,86,83,90,89,90,63,64,82,70,86,71,72,61,79.97,3,Good,AI,علوم الحاسب
98,58,76,81,100,90,86,52,65,70,87,79,52,80,54,84,79.39,2,Excellent,Islamic Studies,هندسة البرمجيات
61,91,66,85,95,60,88,61,66,57,63,73,67,87,60,79,72.52,3,Average,Healthcare,التمريض
78,65,66,90,94,92,87,50,81,68,58,59,55,83,88,82,76.04,2,Excellent,Business,نظم المعلومات الإدارية
92,90,85,79,84,70,77,70,74,77,74,84,56,55,88,60,74.58,3,Excellent,Architecture,الهندسة المعمارية
46,75,59,55,84,77,90,88,86,88,82,54,87,52,90,54,71.73,2,Weak,Islamic Studies,الشريعة
86,74,83,79,78,96,87,87,73,62,57,89,55,80,75,80,82.4,1,Good,Programming,الأمن السيبراني
84,84,78,77,95,65,83,93,50,84,83,88,70,67,79,52,74.86,3,Average,Law,القانون
88,98,85,95,82,59,83,76,50,61,83,53,54,58,61,83,69.72,3,Good,Healthcare,الصيدلة
76,89,55,94,87,73,66,68,62,77,80,84,79,76,72,88,79.19,3,Good,Scientific Research,الأحياء
82,87,82,84,80,74,89,61,51,80,64,58,75,56,66,70,75.81,2,Good,Healthcare,التمريض
76,100,75,100,92,63,61,81,79,56,62,81,69,81,71,77,72.92,3,Average,Healthcare,الصيدلة
78,54,71,74,94,94,80,78,66,51,52,73,55,50,61,63,70.52,3,Excellent,Programming,تقنية المعلومات
87,73,100,63,83,86,85,76,85,73,61,63,56,51,77,77,70.74,3,Good,Robotics,الهندسة الكهربائية
95,68,82,56,95,84,98,74,90,80,72,75,79,49,75,50,75.12,2,Average,Programming,هندسة البرمجيات
50,79,62,68,98,80,84,56,64,68,74,95,53,77,93,63,78.03,2,Average,Business,إدارة الأعمال
85,76,78,58,89,90,90,64,81,90,72,51,61,59,78,76,72.53,3,Average,Programming,هندسة البرمجيات
85,52,88,56,76,58,89,78,63,57,87,80,90,72,77,56,69.48,2,Average,Business,الهندسة الصناعية
91,63,87,84,95,90,90,78,84,65,71,68,61,88,71,68,76.15,1,Average,AI,الذكاء الاصطناعي
92,59,89,80,78,50,95,65,63,57,73,67,59,54,53,65,67.52,3,Excellent,Robotics,الهندسة الميكانيكية
92,99,66,100,93,66,65,50,72,88,56,64,89,80,72,59,73.44,1,Average,Healthcare,الصيدلة
92,93,61,88,89,53,70,64,52,53,69,51,79,63,63,60,65.39,1,Average,Robotics,الطب والجراحة
73,90,69,87,84,64,81,75,56,88,69,89,81,67,87,83,82.56,1,Good,Healthcare,الصحة العامة
99,82,50,63,94,69,93,82,85,67,50,68,76,58,84,54,77.56,2,Good,Business,المحاسبة
67,97,63,75,90,74,89,72,40,53,64,85,65,78,70,75,75.67,1,Average,Healthcare,التمريض
82,50,96,95,87,90,90,89,67,57,55,87,72,70,57,84,76.91,1,Excellent,Cybersecurity,الفيزياء
65,70,70,87,65,81,75,90,90,89,53,63,94,56,78,53,71.04,2,Weak,Islamic Studies,الشريعة
92,78,93,80,55,56,93,63,70,90,54,48,53,80,75,51,73.62,2,Excellent,Scientific Research,الفيزياء
85,60,85,54,94,87,98,87,87,63,72,58,73,61,61,80,70.84,1,Weak,Programming,هندسة البرمجيات
77,74,63,80,82,54,85,99,82,75,84,93,62,56,81,79,79.72,1,Average,Law,القانون
82,50,86,64,86,70,94,61,60,82,86,65,56,82,82,57,76.9,1,Excellent,Scientific Research,الرياضيات
96,67,90,66,76,75,78,60,61,55,86,55,85,57,67,71,68.42,1,Weak,Accounting,الهندسة الكهربائية
83,87,77,98,77,65,70,65,61,83,42,71,74,73,62,83,75.57,2,Average,Scientific Research,الطب والجراحة
96,88,87,53,85,95,83,69,85,58,73,55,65,78,65,59,77.65,3,Good,Programming,هندسة الحاسب
76,92,51,88,90,65,80,64,84,85,62,88,54,51,82,70,69.85,2,Excellent,Healthcare,التمريض
91,78,99,52,82,78,92,79,68,79,73,60,75,75,52,62,79.18,2,Good,Engineering,الهندسة المعمارية
96,76,76,83,75,91,90,72,50,67,50,69,56,88,53,52,74.12,1,Average,Data Analysis,علوم الحاسب
91,89,80,81,83,58,83,80,67,52,77,63,87,56,75,70,74.75,1,Excellent,Engineering,الهندسة الميكانيكية
75,96,73,97,76,74,63,84,66,70,88,53,62,86,62,52,75.42,2,Excellent,Scientific Research,الطب والجراحة
97,88,75,71,89,79,89,87,64,52,78,77,81,57,57,73,75.56,3,Excellent,Programming,هندسة البرمجيات
66,66,86,52,91,62,86,73,66,77,86,95,51,83,84,65,76.23,2,Good,Business,التسويق
90,64,86,66,89,90,85,79,70,59,56,82,42,53,61,55,66.25,3,Weak,Robotics,هندسة الحاسب
76,97,51,87,92,75,54,70,50,55,79,68,58,85,81,78,76.48,3,Average,Scientific Research,الأحياء
70,71,55,70,86,80,86,75,92,53,86,54,93,70,54,54,72.03,1,Weak,Engineering,الشريعة
55,58,54,71,77,83,95,97,64,55,57,84,89,75,72,56,74.22,3,Average,Law,القانون
51,83,67,73,99,80,94,66,73,73,56,96,59,61,87,59,70.84,1,Excellent,Business,التسويق
96,88,85,94,51,58,95,54,50,63,71,53,59,78,83,73,69.98,3,Good,Marketing,الهندسة الميكانيكية
92,83,73,59,81,84,93,58,51,85,73,60,76,87,89,98,80.59,1,Average,Data Analysis,علم البيانات
96,50,75,60,85,62,81,71,76,59,81,89,74,72,81,67,74.14,3,Good,Scientific Research,الرياضيات
87,69,78,76,74,86,90,70,79,89,79,87,52,75,50,73,72.97,2,Excellent,Law,تقنية المعلومات
95,83,75,94,89,54,87,56,55,77,68,72,89,78,89,77,82.16,2,Average,Scientific Research,الكيمياء
91,56,81,90,87,68,97,70,61,63,70,51,59,80,76,90,76.97,3,Good,Engineering,الهندسة الصناعية
76,88,58,77,95,64,66,50,89,57,63,83,76,90,87,83,77.54,3,Excellent,Programming,الأحياء
93,68,98,71,86,95,83,50,57,75,60,74,42,84,88,65,74.76,1,Weak,Robotics,الهندسة الكهربائية
90,70,93,72,87,93,85,85,87,56,58,52,59,87,67,61,79.26,2,Excellent,Data Analysis,الذكاء الاصطناعي
62,67,71,52,78,69,85,89,78,67,75,85,61,62,66,53,73.52,3,Good,Law,القانون
66,92,90,88,90,66,78,57,64,87,68,56,61,89,62,84,72.29,2,Good,Healthcare,التمريض
87,58,91,93,61,81,90,80,67,63,90,82,71,85,49,56,74.01,2,Weak,Scientific Research,الفيزياء
98,59,91,67,69,86,87,61,88,51,74,81,87,82,53,71,72.51,1,Good,Robotics,الهندسة الكهربائية
95,67,85,65,87,95,93,64,70,64,78,73,51,84,65,62,69.94,3,Good,Programming,هندسة الحاسب
100,73,90,73,84,91,93,73,59,86,50,61,65,57,78,96,77.19,2,Good,Data Analysis,علم البيانات
75,92,54,95,78,52,77,90,86,77,50,90,64,53,67,60,78.1,3,Good,Healthcare,الطب والجراحة
60,88,62,89,87,86,95,53,71,50,51,63,58,88,54,65,67.64,3,Excellent,Healthcare,طب الأسنان
56,98,78,95,88,88,93,82,75,90,88,78,73,50,69,79,84.6,1,Excellent,Healthcare,التمريض
98,86,89,54,86,96,89,67,71,57,68,60,73,88,76,57,74.98,3,Good,Programming,الأمن السيبراني
89,87,83,57,83,83,97,61,71,57,85,71,55,84,78,66,71.66,1,Excellent,Engineering,الهندسة الصناعية
90,84,53,75,90,61,90,54,72,67,87,82,85,64,91,80,77.92,3,Good,Business,إدارة الأعمال
95,76,98,75,62,63,81,51,68,79,55,54,75,68,74,80,68.27,1,Good,Robotics,الهندسة الميكانيكية
85,78,69,64,60,59,94,80,91,89,62,90,90,60,67,74,72.19,1,Weak,Islamic Studies,الشريعة
63,93,71,80,89,67,60,76,70,50,64,55,75,85,69,77,75.04,3,Good,Healthcare,الأحياء
90,82,95,59,68,73,94,54,60,81,89,62,73,84,89,71,80.03,2,Good,Business,الهندسة المعمارية
88,76,85,68,89,85,91,53,51,50,86,61,62,71,86,84,77.69,1,Excellent,Programming,هندسة الحاسب
81,99,52,90,76,83,61,74,78,84,79,79,73,89,78,58,75.76,1,Excellent,Scientific Research,الطب والجراحة
97,75,83,80,82,81,89,77,82,53,58,64,87,85,58,89,74.0,1,Average,AI,علم البيانات
66,55,90,81,92,89,80,53,82,66,64,59,78,52,98,74,76.5,2,Excellent,Business,نظم المعلومات الإدارية
81,80,74,93,66,52,71,67,82,61,87,74,86,56,75,72,68.75,2,Weak,Scientific Research,الكيمياء
94,58,93,60,87,90,92,57,54,50,82,51,53,75,56,85,69.17,1,Good,Programming,هندسة الحاسب
86,80,75,60,78,90,98,77,77,67,69,64,84,69,78,83,80.06,1,Good,Data Analysis,الذكاء الاصطناعي
65,88,63,64,95,60,91,89,61,86,53,78,69,69,56,62,76.52,1,Good,Law,التمريض
50,76,81,76,93,78,76,63,59,58,82,100,73,59,84,72,74.9,2,Average,Marketing,التسويق
86,60,50,77,94,80,75,47,81,74,88,75,70,70,88,83,77.25,3,Excellent,Accounting,المحاسبة
78,88,56,95,63,54,67,74,53,52,81,50,54,59,85,70,68.48,3,Average,Scientific Research,الكيمياء
96,70,89,53,50,85,82,84,62,71,52,87,68,63,54,86,70.62,2,Excellent,Engineering,الهندسة الكهربائية
85,53,86,74,82,52,88,72,74,64,50,87,63,65,76,51,65.6,1,Excellent,Business,الهندسة الصناعية
99,67,100,57,81,80,78,66,77,72,60,60,75,52,81,61,75.8,1,Excellent,Engineering,الهندسة الكهربائية
92,43,81,67,86,87,80,53,70,74,71,66,59,52,86,86,74.12,2,Average,Accounting,المحاسبة
91,87,51,92,79,56,51,64,78,66,57,52,67,53,87,75,69.4,3,Excellent,Programming,الصيدلة
90,80,96,62,87,93,94,80,55,88,87,79,78,81,59,63,80.25,3,Good,Engineering,هندسة الحاسب
92,89,87,61,77,75,85,64,90,56,52,81,52,85,97,54,77.92,1,Average,Business,المحاسبة
78,89,62,82,81,86,84,81,92,78,64,60,77,69,61,62,76.78,1,Excellent,Islamic Studies,الشريعة
92,58,70,76,90,94,100,65,58,77,53,60,74,53,60,97,73.29,1,Good,Scientific Research,علم البيانات
85,57,94,56,89,91,99,62,68,59,59,60,83,76,67,73,78.36,1,Excellent,Cybersecurity,الأمن السيبراني
58,70,80,69,86,63,86,54,66,90,82,94,69,83,70,71,79.37,2,Excellent,Marketing,التسويق
98,70,94,51,87,96,96,85,80,59,57,81,59,54,88,71,77.81,3,Average,Data Analysis,الذكاء الاصطناعي
76,97,83,79,81,77,69,61,90,53,88,85,51,73,77,62,72.03,2,Weak,Law,الأحياء
85,87,57,50,83,64,99,50,86,73,58,53,51,82,86,85,76.19,2,Excellent,Data Analysis,علم البيانات
90,71,90,71,74,94,95,67,73,51,74,57,70,61,89,67,77.23,2,Good,Engineering,الهندسة الكهربائية
78,96,79,88,83,58,56,52,53,77,87,52,85,82,89,81,79.71,2,Average,Scientific Research,الطب والجراحة
90,83,92,74,60,87,86,76,63,52,65,79,62,75,82,67,79.0,2,Average,Robotics,الهندسة الكهربائية
86,97,63,90,76,61,84,66,71,61,52,56,80,78,66,65,76.72,2,Good,Healthcare,الصيدلة
87,84,94,52,92,78,92,57,55,68,63,55,68,73,54,90,70.83,3,Weak,Architecture,الهندسة المعمارية
65,90,64,80,98,68,85,76,80,67,88,83,76,69,88,71,79.58,3,Excellent,Robotics,إدارة الأعمال
87,67,84,88,79,53,83,73,69,51,67,80,80,72,72,63,75.27,3,Good,Scientific Research,الفيزياء
69,88,56,77,95,71,88,54,74,70,79,74,73,75,61,74,79.24,1,Excellent,Healthcare,طب الأسنان
99,51,94,76,69,80,80,59,74,56,86,84,87,65,68,69,71.91,2,Excellent,Robotics,الهندسة الكهربائية
72,90,51,79,89,68,92,76,90,82,68,62,62,70,87,71,73.95,3,Good,Marketing,التمريض
76,85,65,90,80,88,74,75,70,81,55,80,72,56,67,90,77.48,1,Excellent,Scientific Research,الصيدلة
92,52,82,81,58,70,89,86,60,89,75,71,74,53,83,88,72.21,1,Good,Business,الهندسة الصناعية
85,71,83,89,81,97,91,61,53,81,73,84,57,72,75,76,78.31,3,Excellent,Healthcare,الأمن السيبراني
56,99,71,68,94,69,80,71,54,75,70,88,68,69,83,80,70.48,3,Average,Robotics,الصحة العامة
90,99,72,95,92,83,64,74,61,51,89,76,55,81,58,77,81.01,3,Excellent,Scientific Research,الصيدلة
66,95,76,88,84,72,95,66,73,40,61,88,68,84,55,54,75.68,3,Good,Healthcare,الصحة العامة
95,51,55,51,86,75,91,62,85,57,52,65,80,59,85,58,67.23,1,Average,Business,المحاسبة
83,92,53,97,82,70,61,71,59,48,79,79,56,72,73,87,69.62,3,Good,Scientific Research,الكيمياء
59,65,64,69,91,62,85,61,54,78,62,88,88,67,84,69,67.38,2,Excellent,Marketing,التسويق
96,71,85,87,92,98,87,56,55,52,75,79,90,67,88,57,81.31,1,Good,Programming,هندسة الحاسب
86,79,92,71,88,90,94,62,63,89,75,71,68,81,57,81,75.52,2,Good,Law,هندسة الحاسب
70,73,89,55,71,84,81,88,98,54,66,63,87,56,84,85,72.92,1,Weak,Islamic Studies,الشريعة
88,87,88,78,92,78,100,90,55,50,85,81,60,66,62,59,77.59,1,Excellent,Law,القانون
93,88,57,55,87,75,86,84,83,54,90,87,53,62,80,99,73.3,2,Weak,AI,علم البيانات
79,91,89,75,81,56,83,50,63,90,81,73,90,61,73,51,75.56,2,Excellent,Healthcare,طب الأسنان
85,64,100,56,52,78,76,88,83,69,58,65,85,78,55,70,71.09,2,Excellent,Engineering,الهندسة الكهربائية
94,56,52,52,94,91,94,71,51,58,53,61,77,61,68,99,73.0,1,Good,Data Analysis,علم البيانات
58,80,73,64,91,90,85,88,60,78,87,97,54,53,80,57,77.54,1,Excellent,Business,التسويق
87,53,83,68,88,88,85,74,68,67,52,91,82,84,65,65,80.33,1,Excellent,Marketing,التسويق
75,92,80,92,76,59,51,72,65,60,81,52,67,87,50,56,68.93,1,Excellent,Robotics,الأحياء
97,56,84,59,100,77,87,64,77,71,65,55,81,84,67,57,72.14,3,Good,Programming,هندسة البرمجيات
100,40,99,92,64,52,79,50,79,83,73,58,61,70,51,75,74.52,1,Excellent,Data Analysis,الفيزياء
59,65,88,65,83,99,75,70,61,82,76,61,79,77,85,80,75.61,2,Average,Programming,نظم المعلومات الإدارية
73,92,90,90,92,80,85,60,51,61,81,82,58,68,62,62,74.67,2,Good,Scientific Research,الأحياء
98,64,93,75,85,98,96,51,55,82,58,56,80,50,54,86,73.78,3,Good,Data Analysis,علوم الحاسب
92,55,78,58,87,76,84,58,66,54,62,66,80,82,52,88,68.78,3,Excellent,AI,هندسة البرمجيات
91,98,57,100,89,82,67,86,70,57,73,47,84,57,67,63,79.47,2,Excellent,Healthcare,الطب والجراحة
69,85,85,76,87,88,95,92,66,45,85,91,57,88,85,84,81.85,3,Good,Law,القانون
92,93,59,86,85,66,87,79,89,50,53,63,71,63,63,58,74.84,1,Good,Healthcare,الصيدلة
81,88,59,90,89,87,77,75,56,71,87,93,78,65,80,68,79.34,2,Excellent,Healthcare,الصحة العامة
56,91,71,76,77,84,54,83,62,77,63,65,53,52,59,56,63.73,1,Weak,Scientific Research,الأحياء
95,72,79,54,81,51,94,57,75,78,87,75,60,59,54,78,67.4,2,Average,Scientific Research,الرياضيات
93,68,78,60,87,67,76,68,89,60,45,54,61,73,89,76,69.09,1,Excellent,Scientific Research,الرياضيات
98,54,81,64,78,84,79,79,51,55,56,69,61,65,67,69,72.32,3,Good,Architecture,الرياضيات
88,82,95,58,82,78,89,62,55,77,80,59,53,60,66,52,70.45,1,Average,AI,الرياضيات
79,85,51,89,78,64,63,74,54,74,89,60,60,71,62,80,70.38,1,Weak,Scientific Research,الطب والجراحة
86,66,89,62,81,94,94,50,74,86,82,59,89,87,58,65,77.6,1,Good,Islamic Studies,هندسة الحاسب
68,84,54,81,51,65,77,83,97,50,77,65,100,74,65,72,75.87,3,Excellent,Data Analysis,الشريعة
52,83,84,83,87,62,83,53,63,63,54,87,55,65,88,74,71.36,3,Average,Marketing,التسويق
95,57,82,69,68,97,97,78,66,69,84,78,68,90,75,85,76.38,3,Good,Business,علوم الحاسب
87,74,67,61,78,90,85,75,65,50,50,72,52,77,86,70,70.19,1,Excellent,Accounting,المحاسبة
79,64,63,87,92,66,95,85,80,63,78,85,58,40,76,83,79.03,3,Excellent,Law,القانون
92,65,100,76,65,62,92,77,65,57,60,49,62,62,90,90,73.79,1,Weak,Scientific Research,الفيزياء
71,85,74,77,89,70,86,79,78,62,72,81,55,50,55,86,77.45,1,Good,Healthcare,الأحياء
94,90,100,76,82,87,86,59,79,63,64,79,79,66,79,71,80.07,3,Good,Engineering,الهندسة الكهربائية
83,68,72,52,87,41,79,85,88,59,84,58,85,64,71,55,67.5,2,Weak,Islamic Studies,الشريعة
67,54,53,60,64,85,83,83,88,81,76,56,96,56,54,59,75.03,3,Good,Islamic Studies,الشريعة
52,96,64,79,75,62,83,62,58,82,53,91,89,55,57,50,72.63,1,Average,Healthcare,الصحة العامة
83,91,76,92,90,71,75,66,78,81,77,58,61,75,56,64,77.1,3,Excellent,Scientific Research,الكيمياء
82,68,86,80,68,85,91,82,80,79,51,77,88,86,84,73,80.96,2,Average,Robotics,الهندسة الكهربائية
83,60,97,80,90,99,89,58,66,77,65,77,66,55,73,50,74.87,3,Weak,Robotics,هندسة الحاسب
100,77,81,55,66,53,86,48,63,83,50,87,87,65,70,64,76.19,3,Good,Scientific Research,الرياضيات
94,58,84,90,65,90,75,85,90,87,70,64,74,58,83,58,76.56,1,Good,Scientific Research,الهندسة الكهربائية
92,81,50,80,85,87,82,70,89,70,50,83,58,77,60,71,77.65,1,Good,Cybersecurity,تقنية المعلومات
88,71,87,78,79,73,79,76,55,60,73,76,81,58,65,69,69.08,2,Good,Engineering,الهندسة المعمارية
40,90,72,80,76,69,53,52,53,88,73,51,87,86,86,77,76.16,3,Good,Scientific Research,الأحياء
53,93,74,93,83,74,75,85,62,70,79,83,72,67,73,62,72.31,2,Average,Healthcare,طب الأسنان
94,89,92,84,84,73,82,53,58,76,90,66,70,59,80,64,74.17,2,Weak,Scientific Research,الفيزياء
87,68,62,78,89,78,94,81,66,76,54,57,80,64,90,82,79.64,3,Good,Programming,علم البيانات
50,100,62,78,89,55,68,60,75,66,69,61,82,87,58,61,72.26,1,Excellent,Healthcare,الأحياء
85,77,61,78,77,89,86,54,72,74,68,75,62,51,57,53,72.81,2,Excellent,Programming,تقنية المعلومات
83,97,81,76,76,74,83,90,70,57,90,60,83,67,67,81,80.3,2,Good,Scientific Research,الأحياء
100,88,92,58,63,75,71,52,63,71,87,89,58,69,75,51,72.0,2,Weak,Cybersecurity,الهندسة الصناعية
80,87,52,87,91,77,68,74,66,69,63,86,83,77,82,79,74.9,3,Good,Healthcare,طب الأسنان
79,87,89,85,93,58,93,90,61,63,87,90,59,74,83,56,76.55,1,Excellent,Law,القانون
59,52,66,76,92,74,85,68,77,81,76,85,75,65,92,72,70.94,3,Excellent,Business,التسويق
86,70,96,81,76,53,95,40,72,56,88,56,65,56,77,54,72.9,2,Good,Robotics,الفيزياء
90,79,71,88,89,81,88,54,65,60,78,62,76,57,60,92,71.06,3,Good,AI,علم البيانات
90,70,94,95,59,62,83,63,76,71,90,61,46,71,59,74,75.25,3,Good,Scientific Research,الفيزياء
52,89,57,95,99,64,76,61,56,68,83,57,80,58,66,68,68.12,1,Good,Healthcare,التمريض
83,85,63,89,86,67,87,74,73,89,64,66,64,81,70,63,75.13,2,Good,Business,الكيمياء
97,50,96,85,72,68,76,62,81,53,58,60,58,84,71,56,73.3,3,Average,Engineering,الهندسة الميكانيكية
88,89,86,76,78,93,79,71,56,54,56,75,54,77,68,88,78.17,3,Good,Programming,هندسة الحاسب
95,88,92,89,67,82,85,87,53,58,51,57,75,86,47,57,74.9,3,Average,Robotics,الهندسة الميكانيكية
62,93,61,93,90,78,56,53,57,54,86,85,66,59,62,64,73.01,3,Good,Scientific Research,الأحياء
80,95,62,90,94,88,40,78,54,77,72,78,78,58,89,89,76.02,3,Average,Healthcare,الصيدلة
99,82,78,61,83,53,93,73,74,54,55,68,64,84,66,76,74.76,1,Excellent,Data Analysis,الهندسة المعمارية
80,82,69,79,41,73,92,94,100,65,81,51,88,55,76,87,74.36,1,Weak,Islamic Studies,الشريعة
93,68,75,80,98,95,92,84,50,82,86,66,72,56,81,77,82.35,3,Excellent,Law,تقنية المعلومات
91,71,81,69,83,85,92,90,76,51,55,86,82,74,83,50,77.72,3,Good,Accounting,الأمن السيبراني
75,63,89,61,86,69,94,93,63,58,52,75,61,79,58,88,72.5,3,Weak,Law,القانون
89,55,86,81,60,50,86,69,82,78,69,88,58,41,53,50,72.3,2,Average,Engineering,الهندسة الميكانيكية
53,98,85,95,98,50,76,79,79,80,61,74,68,70,89,86,76.86,3,Good,Healthcare,التمريض
63,77,68,88,59,64,82,91,89,74,89,73,86,81,72,51,78.85,3,Good,Islamic Studies,الشريعة
71,96,65,93,91,60,87,57,88,88,60,89,80,55,78,80,82.32,2,Average,Healthcare,التمريض
52,74,89,75,76,51,92,93,64,84,73,94,86,65,65,63,75.89,1,Excellent,Law,القانون
86,64,91,82,76,99,76,51,57,75,72,83,63,68,74,59,75.08,2,Good,Robotics,هندسة الحاسب
90,76,86,71,95,96,81,77,68,80,46,83,87,67,89,84,82.33,1,Average,Programming,هندسة الحاسب
83,51,75,89,85,95,92,80,58,78,81,74,55,68,69,78,78.44,1,Good,Cybersecurity,تقنية المعلومات
85,84,91,57,85,99,93,61,65,52,63,75,76,69,88,78,79.57,3,Excellent,Programming,علوم الحاسب
98,64,90,81,84,87,84,79,86,70,74,50,80,80,57,69,74.49,3,Good,Engineering,الهندسة الميكانيكية
50,58,73,85,94,89,86,51,71,63,61,89,50,85,95,59,76.32,1,Good,Healthcare,التسويق
65,98,76,81,93,56,51,59,68,57,73,78,60,66,51,69,64.76,3,Good,Healthcare,الأحياء
87,50,75,58,81,93,85,78,57,84,73,54,76,71,63,80,71.29,3,Weak,Data Analysis,الذكاء الاصطناعي
96,68,46,78,76,89,84,59,55,57,87,63,82,66,97,64,71.2,2,Average,Business,المحاسبة
79,97,74,87,78,71,90,73,79,76,83,72,65,69,72,59,82.14,1,Average,Healthcare,الصيدلة
